# [1] = total res, [2] = tcond, [3] = (delta x)(grad ln T),  [4] = kappa_parallel/kappa_perp
     8	  0.00000000	 0.600	    0.000000
    16	  0.07457400	 1.200	    3.314400
    32	  0.52211200	 2.400	   23.204978
    64	  1.98196800	 4.800	   88.087467
   128	  7.51607600	 9.600	  334.047822
   256	 29.31353400	19.200	 1302.823733
